urban_rural,region,age,gender,education,employment_status,occupation,country_direction,economic_condition,presidents_performance,trust_president,corruption_level,handle_economy,handle_corruption,news_radio,news_tv,news_newspapers,news_social_media,news_internet,voted_last_election,party_voted_for,education_grouped,occupation_grouped
Rural,Elgeyo Marakwet,54.0,Woman,Primary school completed,Employed (Full-time),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly good,Strongly approve,A lot,Decreased somewhat,Very well,Fairly badly,Every day,A few times a month,Never,Never,Never,I voted in the election,Other,Primary School,Agriculture
Urban,Trans-Zoia,63.0,Man,Some primary schooling,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the right direction,Very good,Approve,Just a little,Decreased somewhat,Fairly well,Fairly well,Every day,Never,Never,Never,Never,I voted in the election,KANU,Primary School,Agriculture
Rural,Elgeyo Marakwet,27.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Undecided/No Response,Going in the right direction,Fairly bad,Approve,Somewhat,Stayed the same,Fairly well,Fairly badly,Every day,Never,Never,A few times a month,A few times a month,I did not vote,United Democratic Alliance (UDA),Certificate/Diploma,Undecided/No Response
Urban,Trans-Zoia,34.0,Man,Secondary school / high school completed,Employed (Full-time),Agriculture / farming / fishing / forestry,Going in the right direction,Very good,Strongly approve,A lot,Decreased a lot,Very well,Very well,A few times a week,A few times a month,A few times a week,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Secondary School,Agriculture
Urban,Trans-Zoia,35.0,Woman,No formal schooling,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Undecided/No Response,Undecided/No Response,Increased a lot,Undecided/No Response,Undecided/No Response,Every day,Never,Never,Never,Undecided/No Response,I did not vote,Would not vote,Informal Schooling,Trader
Urban,Mombasa,53.0,Man,University completed,Employed (Full-time),Supervisor / Foreman / Senior Manager,Going in the wrong direction,Very good,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Never,Every day,Every day,A few times a week,A few times a month,I voted in the election,Would not vote,Bachelors Degree,Professional
Urban,Mombasa,45.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),"Upper-level professional (e.g., banker/finance, doctor, lawyer, engineer, accountant, professor, senior-level government",Going in the wrong direction,Very good,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Every day,Never,I voted in the election,Would not vote,Certificate/Diploma,Professional
Urban,Trans-Zoia,24.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Retail / Shop,Going in the right direction,Neither good nor bad,Strongly approve,Somewhat,Stayed the same,Fairly well,Fairly well,A few times a week,Never,Never,A few times a week,A few times a week,I voted in the election,Undecided/No Response,Certificate/Diploma,Trader
Urban,Mombasa,33.0,Woman,University completed,Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Fairly good,Undecided/No Response,Not at all,Increased a lot,Fairly badly,Very badly,Less than once a month,Never,Never,Every day,Every day,I did not vote,Would not vote,Bachelors Degree,Professional
Rural,Isiolo,27.0,Woman,Primary school completed,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly bad,Approve,Somewhat,Increased a lot,Fairly badly,Fairly badly,Every day,Every day,A few times a month,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Primary School,Housewife
Rural,Isiolo,46.0,Woman,Secondary school / high school completed,Unemployed (Not looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Neither good nor bad,Approve,A lot,Stayed the same,Fairly well,Very well,Never,Every day,Never,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Isiolo,28.0,Man,Secondary school / high school completed,Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly bad,Strongly disapprove,Somewhat,Decreased somewhat,Very badly,Very badly,Every day,Every day,Every day,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Tana River,50.0,Man,Some primary schooling,Employed (Part-time),Retail / Shop,Going in the wrong direction,Very bad,Approve,Just a little,Stayed the same,Fairly badly,Very badly,A few times a week,Never,Never,A few times a month,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Trader
Rural,Samburu,21.0,Man,Some university,Unemployed (Not looking),Student,Going in the wrong direction,Very good,Disapprove,Not at all,Stayed the same,Fairly badly,Fairly badly,Less than once a month,Every day,Never,Every day,Every day,I did not vote,Orange Democratic Movement (ODM),Bachelors Degree,Student
Rural,Samburu,35.0,Man,Primary school completed,Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Strongly disapprove,Just a little,Increased a lot,Fairly badly,Fairly badly,Every day,Every day,Never,A few times a month,A few times a month,I voted in the election,Undecided/No Response,Primary School,Skilled/Unskilled Labor
Rural,Tana River,42.0,Man,No formal schooling,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the right direction,Fairly bad,Disapprove,Not at all,Stayed the same,Fairly badly,Fairly well,A few times a week,Never,Never,A few times a week,A few times a week,I voted in the election,United Democratic Alliance (UDA),Informal Schooling,Agriculture
Rural,Tana River,18.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Student,Going in the right direction,Fairly bad,Strongly disapprove,Not at all,Increased a lot,Fairly badly,Fairly badly,A few times a month,Never,Never,A few times a week,A few times a month,I did not vote,Orange Democratic Movement (ODM),Secondary School,Student
Rural,Tana River,22.0,Woman,Primary school completed,Unemployed (Not looking),Never had a job,Going in the right direction,Neither good nor bad,Undecided/No Response,Somewhat,Decreased somewhat,Undecided/No Response,Fairly badly,A few times a week,Never,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Undecided/No Response
Rural,Kericho,20.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased somewhat,Very badly,Fairly badly,A few times a week,Less than once a month,Never,A few times a week,A few times a month,I did not vote,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Rural,Kericho,36.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased somewhat,Very badly,Very badly,Never,Every day,Never,A few times a week,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Agriculture
Rural,Isiolo,18.0,Man,Secondary school / high school completed,Unemployed (Not looking),Student,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Every day,Never,I did not vote,United Democratic Alliance (UDA),Secondary School,Student
Rural,Kericho,42.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Fairly good,Strongly approve,Just a little,Decreased somewhat,Fairly well,Fairly well,Every day,A few times a week,Never,A few times a month,A few times a month,I voted in the election,United Democratic Alliance (UDA),Certificate/Diploma,Professional
Rural,Elgeyo Marakwet,28.0,Man,Secondary school / high school completed,Unemployed (Not looking),Never had a job,Going in the wrong direction,Neither good nor bad,Disapprove,Somewhat,Decreased somewhat,Fairly well,Fairly well,Every day,A few times a week,Never,Every day,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Undecided/No Response
Rural,Kericho,25.0,Man,University completed,Employed (Full-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Fairly bad,Disapprove,Just a little,Stayed the same,Very badly,Very badly,Every day,A few times a week,A few times a week,Every day,Every day,I voted in the election,United Democratic Alliance (UDA),Bachelors Degree,Professional
Rural,Samburu,25.0,Woman,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Very bad,Approve,A lot,Increased a lot,Very badly,Fairly well,Every day,A few times a month,Never,Never,Never,I voted in the election,Would not vote,Secondary School,Trader
Rural,Kakamega,50.0,Man,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly bad,Approve,Not at all,Increased a lot,Fairly well,Fairly badly,Every day,Every day,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Urban,Trans-Zoia,45.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the right direction,Fairly good,Disapprove,Somewhat,Increased a lot,Fairly well,Very badly,Every day,Less than once a month,Less than once a month,Every day,Every day,I did not vote,Undecided/No Response,Certificate/Diploma,Professional
Rural,Samburu,28.0,Woman,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Neither good nor bad,Approve,A lot,Increased a lot,Fairly badly,Very badly,A few times a week,A few times a week,Never,Every day,A few times a week,I did not vote,United Democratic Alliance (UDA),Secondary School,Trader
Rural,Kakamega,22.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Housewife / homemaker,Going in the right direction,Neither good nor bad,Approve,Just a little,Increased somewhat,Fairly badly,Fairly badly,A few times a week,Every day,Never,Never,Never,I did not vote,Orange Democratic Movement (ODM),Secondary School,Housewife
Rural,Kakamega,56.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly good,Approve,A lot,Decreased somewhat,Fairly well,Fairly badly,Every day,Never,Less than once a month,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Housewife
Rural,Kakamega,49.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Part-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Fairly bad,Approve,Not at all,Undecided/No Response,Fairly badly,Very badly,Every day,Every day,A few times a week,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Skilled/Unskilled Labor
